,title,studio,domestic_gross,foreign_gross,year,original_language,popularity,release_date,vote_average,vote_count,production_budget,total_gross,total_profit,roi_percentage
1332,Vice,Annapurna,47800000.0,28200000.0,2018,en,14.640999999999998,2015-01-16,4.3,312,60000000,76000000.0,16000000.0,0.0
1334,Widows,Fox,42400000.0,33600000.0,2018,en,20.628,2018-11-16,6.5,941,40000000,76000000.0,36000000.0,0.0
1335,Sicario: Day of the Soldado,Sony,50100000.0,25800000.0,2018,en,29.725,2018-06-29,6.7,1317,35000000,75900000.0,40900000.0,100.0
1336,Second Act,STX,39300000.0,33000000.0,2018,en,16.322,2018-12-21,6.2,361,15700000,72300000.0,56600000.0,300.0
1339,12 Strong,WB,45800000.0,21600000.0,2018,en,13.183,2018-01-19,5.6,1312,35000000,67400000.0,32400000.0,0.0
1340,"Love, Simon",Fox,40800000.0,25500000.0,2018,en,15.607999999999999,2018-03-16,8.2,3165,10000000,66300000.0,56300000.0,500.0
1341,Mile 22,STX,36100000.0,30200000.0,2018,en,21.246,2018-08-17,6.0,920,35000000,66300000.0,31300000.0,0.0
1342,Life of the Party,WB (NL),53100000.0,12800000.0,2018,en,13.696,2018-05-11,6.2,435,30000000,65900000.0,35900000.0,100.0
1343,Adrift,STX,31400000.0,28500000.0,2018,en,0.6,2013-07-01,7.0,1,35000000,59900000.0,24900000.0,0.0
1345,The 15:17 to Paris,WB,36300000.0,20800000.0,2018,en,11.575999999999999,2018-02-09,5.3,799,30000000,57100000.0,27100000.0,0.0
1346,Early Man,LGF,8300000.0,46400000.0,2018,en,16.675,2018-02-16,5.9,338,50000000,54700000.0,4700000.0,0.0
1347,Peppermint,STX,35400000.0,18400000.0,2018,en,32.476,2018-09-07,6.5,716,25000000,53800000.0,28800000.0,100.0
1348,Slender Man,SGem,30600000.0,21200000.0,2018,en,16.999000000000002,2018-08-10,4.0,712,10000000,51800000.0,41800000.0,400.0
1349,Uncle Drew,LG/S,42500000.0,4200000.0,2018,en,10.835999999999999,2018-06-29,6.5,220,18000000,46700000.0,28700000.0,100.0
1350,Mary Queen of Scots,Focus,16500000.0,29900000.0,2018,en,16.115,2018-12-07,6.6,592,25000000,46400000.0,21400000.0,0.0
1351,The Possession of Hannah Grace,SGem,14800000.0,28200000.0,2018,en,20.262999999999998,2018-11-30,5.1,393,6000000,43000000.0,37000000.0,600.0
1352,The Darkest Minds,Fox,12700000.0,28400000.0,2018,en,23.967,2018-08-03,6.8,1158,34000000,41100000.0,7100000.0,0.0
1353,On the Basis of Sex,Focus,24600000.0,13600000.0,2018,en,32.624,2018-12-25,7.4,225,20000000,38200000.0,18200000.0,0.0
1354,The Hate U Give,Fox,29700000.0,5200000.0,2018,en,19.135,2018-10-19,8.2,636,23000000,34900000.0,11900000.0,0.0
1355,White Boy Rick,Studio 8,24000000.0,1900000.0,2018,en,13.794,2018-09-14,6.3,277,30000000,25900000.0,-4100000.0,-100.0
1357,"Paul, Apostle of Christ",Affirm,17600000.0,5500000.0,2018,en,12.005,2018-03-28,7.1,98,5000000,23100000.0,18100000.0,300.0
1358,Proud Mary,SGem,20900000.0,876000.0,2018,en,9.371,2018-01-12,5.5,259,30000000,21776000.0,-8224000.0,-100.0
1359,If Beale Street Could Talk,Annapurna,14900000.0,5700000.0,2018,en,13.579,2018-12-14,7.2,388,12000000,20600000.0,8600000.0,0.0
1360,Hell Fest,LGF,11100000.0,7100000.0,2018,en,12.955,2018-09-28,5.5,273,5500000,18200000.0,12700000.0,200.0
1361,Unfriended: Dark Web,BH Tilt,8900000.0,6300000.0,2018,en,17.861,2018-07-20,6.1,365,1000000,15200000.0,14200000.0,1400.0
1362,Upgrade,BH Tilt,12000000.0,2400000.0,2018,en,21.413,2018-06-01,7.4,1326,3000000,14400000.0,11400000.0,300.0
1363,Unsane,BST,7700000.0,6600000.0,2018,en,16.316,2018-03-23,6.2,667,1500000,14300000.0,12800000.0,800.0
1364,The Sisters Brothers,Annapurna,3100000.0,10000000.0,2018,en,13.738,2018-09-21,7.0,590,38000000,13100000.0,-24900000.0,-100.0
1365,Welcome to Marwen,Uni.,10800000.0,2100000.0,2018,en,22.031999999999996,2018-12-21,6.6,286,45000000,12900000.0,-32100000.0,-100.0
1366,Hotel Artemis,Global Road,6700000.0,6000000.0,2018,en,14.585,2018-06-08,5.9,471,15000000,12700000.0,-2300000.0,-100.0
1367,Kin,LGF,5700000.0,4300000.0,2018,en,23.805,2018-08-31,6.2,289,30000000,10000000.0,-20000000.0,-100.0
1369,Suspiria,Amazon,2500000.0,5400000.0,2018,en,16.925,2018-10-26,7.0,752,20000000,7900000.0,-12100000.0,-100.0
1371,Destroyer,Annapurna,1500000.0,4000000.0,2018,en,17.815,2018-12-25,5.9,176,9000000,5500000.0,-3500000.0,-100.0
1373,Bilal: A New Breed of Hero,VE,491000.0,1700000.0,2018,en,2.707,2018-02-02,6.8,54,30000000,2191000.0,-27809000.0,-100.0
